p_num,isws_facility_id,owner,fac_well_num,depth_total_last_known,lam_x,lam_y,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
407776,11990150,BETHALTO,9,94,2835341,2129246,155320800,156061800,76328285,100000000,91181200,80332140,99342670,100582833,97601333,75745857,78424571,76729571,80380714,81513715,80691429,81244714,81013143,80244047.67,79474952.33,78705857,86560857,86727143,93902140,89167000,87192000,82572143,86983429,78508571,78508571,73510857,74554571,76830714,65871250,69176196.45,72481142.9,75786089.35,,,
407781,11990150,BETHALTO,7,90,2835549,2129416,51773600,52020600,76328285,100000000,90166070,80332140,79185569.25,78038998.5,76892427.75,75745857,78424571,76729571,80380714,81513715,80691429,81244714,81013143,80244047.67,79474952.33,78705857,86560857,86727143,93902140,89167000,87192000,82572143,86983428,78508571,78508571,73510857,74554571,76830714,65871250,69176196.45,72481142.9,75786089.35,,,
407782,11990150,BETHALTO,8,91,2835358,2129445,77660400,78030900,76328285,100000000,91181200,80332140,99342660,100582933,97601333,75745857,78424571,76729571,80380714,81513715,80691429,81244714,81013143,80244047.67,79474952.33,78705857,86560857,86727143,93902140,89167000,87192000,82572143,86983428,78508571,78508571,73510857,74554571,76830714,65871250,69176196.45,72481142.9,75786089.35,,,
407783,11990150,BETHALTO,12,96,2835850,2129212,62128320,62424720,76328285,33132000,91181200,80332140,99342660,100582833,97601335,75745857,78424571,76729571,80380714,81513715,80691429,81244714,81013142,80244047.33,79474952.67,78705858,86560858,86727143,93902140,89167000,87192000,82572143,86983429,78508572,78508572,73510858,74554572,76830715,98806875,85644008.95,72481142.9,59318276.85,,,
407792,11991150,WOOD RIVER,5,83,2825939,2125033,95784200,92176600,93158600,96037200,125000000,125000000,132011000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,115000000,115000000,100000000,108333333.3,116666666.7,125000000,9713075,-105573850,,,,,4998000,1490400,1080000,7974291,67667000,12384000,6048000,-288000,,,,,
407793,11991150,WOOD RIVER,1,81,2826239,2125030,95784200,92176600,93158600,96037200,125000000,125000000,132011000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,184548425,300000000,199450000,208250000,207700000,198163000,91064000,17958000,72083400,63794332,96387000,160218000,212561880,204500000,198488000,201400000,230545000,210000000,189455000
407794,11991150,WOOD RIVER,2,81,2826369,2124941,95784200,92176600,93158600,96037200,125000000,125000000,132011000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,184548425,100000000,199450000,208250000,207700000,198163000,313168000,370094800,298413600,257074500,86387000,175163000,193523280,275500000,231390000,258375000,275675000,175000000,74325000
407795,11991150,WOOD RIVER,3,87,2826664,2124894,95784200,92176600,93158600,96037200,98915800,,,,,,25000000,125000000,125000000,125000000,100000000,115000000,100000000,108333333.3,116666666.7,125000000,133333333.3,,,,,,,,,,,,,,,,,,
407796,11991150,WOOD RIVER,4,86,2826912,2124776,,,,,,,,,,,,,125000000,,,,,,,125000000,,,,,,,,,,,,,,,,,,,
407797,11991150,WOOD RIVER,6,86,2827104,2124977,95784200,92176600,93158600,96037200,124090000,125000000,132011000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,100000000,100000000,106250000,112500000,118750000,125000000,9713075,6642050,3571025,500000,663333.3333,826666.6667,990000,1036800,1440000,7974292,77027000,28808000,54540000,32000000,70240000,40250000,41250000,59000000,76750000
407798,11990500,HARTFORD,4,106,2830104,2115587,70624700,70624700,20000000,90590400,90859100,40491267,100656000,122822210,65691450,51726700,55584110,41852500,48195465,49782100,70938000,58170000,71891300,67303300,66326500,65349700,67388300,67976000,43738000,67973000,51618000,52887000,60253000,87650000,68376000,68376000,68376000,81664000,18984000,-43696000,,,,,
407805,11990600,LIVINGSTON,6,143,2925595,2156818,20627343,19000000,21900000,25840000,21900000,21900000,24747000,22898000,23398000,30000000,24000000,20000000,20000000,24851000,24851000,24851000,,,,,,,,,,,,,,,,,,,,,,,
407808,11991200,WORDEN,7,43,2894800,2154067,3650000,8547600,13445200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407809,11991200,WORDEN,1,78,,,,,10133500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407810,11991200,WORDEN,8,46,2894778,2154151,17155000,8547600,10133500,11435200,12736900,12500000,10542500,12092500,12786500,9400000,7300000,8000000,8000000,8395000,12000000,12000000,11369500,11369500,11369500,,,,,,,,,,,,,,,,,,,,
407811,11991200,WORDEN,9,48,2894768,2154512,,,,21075000,12736900,12994000,10542500,12092500,12786500,19710000,21900000,22000000,22000000,14600000,12000000,12000000,11369500,11369500,11369500,,,,,,,,,,,,,,,,,,,,
407973,13395050,TIMBERLAKES HOMEOWNERS ASSN,1,65,2816093,1912007,1725159,1715500,2453850,3586575,2312699,2713660,2989820,3237460,2731610,2988535,2988535,2183720,1954290,2312640,1780000,1675150,2048880,2422610,,,,,,,,,,,,,,,,,,,,,
407974,13395050,TIMBERLAKES HOMEOWNERS ASSN,2,80,2815896,1911896,,,,,,,,,,,,,15600,8800,2000,5680,9360,13040,,,,,,,,,,,,,,,,,,,,,
407975,13390250,VALMEYER,3,87,2767361,1922304,12241950,6768950,13230400,15414300,18176150,19000000,23376500,23376500,20000000,20000000,20000000,20100000,11725000,11725000,11725000,,,,,,,,,,,,,,,,,,,,,,,,
407976,13390250,VALMEYER,4,60,2767301,1922362,12241950,6768950,13230400,15414300,18176150,19000000,23376500,23376500,20000000,20000000,20000000,20100000,11725000,11725000,11725000,,,,,,,,,,,,,,,,,,,,,,,,
407980,13390200,MAEYSTOWN,1,58.5,2780716,1891548,4113000,3823000,3700000,3640000,4867000,4210000,4210000,4210000,4103375,3996750,3996750,5412000,3000000,9114200,3360000,5329116,11961930,12138352.5,12314775,12538342,12473845,11863590,29636000,11390000,11390000,11390000,10465700,10465700,8191325,5916950,5916950,5916950,,,,,,,
408520,16395185,SPRING VALLEY MHP,1,,2897472,2017771,328500,339660,300000,250000,425000,500000,1110000,471225,446400,446400,446400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408521,16395185,SPRING VALLEY MHP,2,,2897028,2017367,328500,339660,300000,250000,425000,500000,575000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408522,16395185,SPRING VALLEY MHP,3,,2897028,2017367,328500,339680,300000,250000,425000,500000,575000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408527,16391300,SMITHTON,7,200,2858929,1960808,15000,56700,25600,31200,3600,13805,24010,101000,192300,283600,101000,550000,550000,500000,400000,226300,250000,309166.6667,368333.3333,427500,250000,439400,628800,,,,,,,,,,,,,,,,
408532,16391300,SMITHTON,5,195,2861380,1961645,,98300,232900,228700,292300,355900,,,,455570,300000,400000,400000,400000,300000,289000,300000,325000,350000,375000,300000,385800,471600,,,,,59600,59600,59600,59600,,,,,,,,
408544,16395165,RANGELAND PARK MHP,1,31,2897227,2037958,73000,349000,625000,500000,500000,800000,775000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408545,16395165,RANGELAND PARK MHP,2,54,2897379,2037846,18000,75000,75000,144000,144000,800000,775000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408547,16395145,PARKVIEW TERRACE MHP,1,30,2893479,2036304,1058500,366000,820000,810000,1000000,1000000,60000,-880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408548,16395145,PARKVIEW TERRACE MHP,2,,2893528,2036138,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408550,16395050,MOUND PWD,1,92,2845693,2051679,41220000,40058000,40058000,37200000,312000,23000,23000,312000,241333.3333,170666.6667,100000,29333.33333,,,,43200,9147300,18251400,9717208,1183016,1033358,883700,4801400,4801400,19775950,16891800,16891800,16891800,19949950,19949950,17560988.67,15172027.33,12783066,14512700,15379723,16246746,,,
408551,16395050,MOUND PWD,3,108,2844683,2050939,,,,,36000000,29953296,29953000,39000000,36696380,34392760,36000000,39943100,39500300,42332600,42632800,38635900,29037800,19439700,23628950,27818200,14375000,36128400,22638800,23862900,19775950,16891800,16891800,16891800,19949950,19949950,21822011.33,23694072.67,25566134,29269000,24865000,20461000,,,
408552,16391200,ST LIBORY,1,77,2932718,1952213,18193000,15899000,16048000,15285000,16600000,17259800,15096000,19225000,17433000,16313000,17103600,16167000,15504000,17516000,16926000,16325000,15991600,5475000,3650000,10337500,1825000,3650000,3285000,4861800,3650000,3650000,9112000,9112000,8937500,8937500,8937500,,,,,,,,
408553,16390550,FAYETTEVILLE,2,93,2916041,1951194,4057200,4364700,10000950,5155000,4891900,4283000,4283000,4225000,6100000,5044500,4844500,4644500,4444500,4444500,4444500,5030000,5178333.333,5326666.667,5475000,6022500,5110000,7665000,22000000,23505000,10060000,-3385000,,,,,,,,,,,,,
408554,16390550,FAYETTEVILLE,1,94,2915990,1951021,4057200,4364700,1139950,5155000,4891900,4283000,4283000,4225000,4135000,5044500,4844500,4644500,4444500,4444500,4444500,5030000,5178333.333,5326666.667,5475000,6022500,4015000,5840000,7665000,,,,,,,,,,,,,,,,
408555,13395100,MAPLE LEAF ESTATES WATER CORP,1,406,2872119,1926285,1404000,1186250,1018160,1186250,1186250,1241000,1241000,1404000,952000,500000,570000,233280,1122375,1545775,1387000,1332250,1425325,1518400,,,,,,,,,,,,,,,,,,,,,
409778,11938300,OLIN CORP,2,95,,,,,,20256000,33611000,42220000,63092000,66482000,65700000,65700000,65700000,65700000,65700000,65700000,83295000,83295000,86845000,86687500,86687500,86687500,68437500,68437500,98550000,77072858,100375000,105850000,113470000,112022750,116545000,112635750,120637500,110700000,109022500,97935000,102412500,72137500,116164127,120430000,124695873
409779,11938300,OLIN CORP,3,93,,,,,,20256000,33611000,42220000,63092000,66482000,65700000,65700000,65700000,65700000,65700000,65700000,83295000,83295000,86845000,86687500,86687500,86687500,68437500,68437500,98550000,77072858,100375000,105850000,113470000,112022750,116545000,112635750,120637500,110700000,109022500,97935000,102412500,72137500,116164127,120430000,124695873
409780,11938300,OLIN CORP,4,89,,,,,,20256000,33611000,42220000,63092000,66482000,65700000,65700000,65700000,65700000,65700000,65700000,83295000,83295000,86845000,86687500,86687500,86687500,68437500,68437500,98550000,77072858,100375000,105850000,113470000,112022750,116545000,112635750,120637500,110700000,109022500,97935000,102412500,72137500,116164127,120430000,124695873
409781,11938300,OLIN CORP,5,87,,,,6320000,13287500,20255000,33612000,42220000,62092000,66482000,65700000,65700000,65700000,65700000,65700000,65700000,83295000,83295000,86845000,86687500,86687500,86687500,68437500,68437500,98550000,77072858,100375000,105850000,113470000,112022750,116545000,112635750,120637500,110700000,109022500,97935000,102412500,72137500,116164127,120430000,124695873
409782,11938300,OLIN CORP,6,87,,,120322000,1231527000,16663000,12081500,7500000,2918500,,,,,,,,,,4000000,,,,,,,,,,,,,,,,,,,,,,,
409940,11990450,HAMEL,5,112,2914795,2135812,,,,,,,,1853120,8151000,10109400,8526700,7626000,8884050,9535400,6969000,7569000,7503333,7174000,5393000,3612000,1831000,50000,-1731000,,,,,,,,,,,,,,,,
409944,11990250,EDWARDSVILLE,9,112,2847006,2102314,,,,,,,,141077484,83892006,83892006,167907200,248700000,240000000,250000110,290430200,232935803,146171635,180643110,170867113,220023462,231825957,239905735,181342933,190986435,214000000,272649555,217613726,198164351,255244737,250714110,251175856,202302375.5,153428895,104555414.5,,,,405462805,
409964,11990200,EAST ALTON,24,90,2823193,2132106,,,,,,,,,53100000,194580000,170209195,170209195,49140000,71319375,66555812,63829050,52466300,42766500,51164875,62802429,75445286,61409143,77090000,79942143,74000000,74814500,75629000,80141571,53704125,68350375,77191125,64860125,58696625,59228000,54548625,49869250,,,
410040,11995110,HOLIDAY SHORES SANITARY DIST,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75111000,,,,,
410186,11995550,SIU EDWARDSVILLE,2,76,2854438,2097425,,,,,,,,,,,,,,200000,15000,-170000,,,,,900000,900000,900000,900000,900000,1100000,2421100,12811,12811,919900,919900,3026100,1043400,850000,430000,10000,,,
410188,11995550,SIU EDWARDSVILLE,3,103,2853244,2101686,,,,,,,,,,,,,,,,,,,,,,900000,900000,900000,,,,,,,,,,,,,,,
410235,11990200,EAST ALTON,25,98,2823617,2132563,,,,,,,,,,,,,74692800,71319375,66555812,63829050,52466300,42766500,51164875,62802428,75445286,61409143,77090000,79942143,74000000,74814500,75629000,80141572,53704125,68350375,77191125,64860125,58696625,59228000,54548625,49869250,,,
410236,11990200,EAST ALTON,26,91,2823734,2132067,,,,,,,,,,,,,85176000,71319375,66555812,63829050,52466300,42766500,51164875,62802428,75445286,61409143,77090000,79942143,74000000,74814500,75629000,80141572,53704125,68350375,77191125,64860125,58696625,59228000,54548625,49869250,,,
410238,11990200,EAST ALTON,27,100,2823733,2132366,,,,,,,,,,,,,78624000,71319375,66555812,63829050,52466300,42766500,51164875,62802428,75445286,61409143,77090000,79942143,73535000,74582000,75629000,80141572,53704125,68350375,77191125,64860125,58696625,59228000,54548625,49869250,,,
410239,11990200,EAST ALTON,28,96,2823859,2132565,,,,,,,,,,,,,76003200,71319375,66555812,63829050,52466300,42766500,51164875,52416000,129600000,128772000,125568000,120348000,82283000,41780062.5,1277125,1343875,53704125,68350375,1297125,64860125,58696625,59228000,54548625,49869250,,,
410313,16390350,DUPO,1,110,2794406,2005866,,,,,,,,,,,,,89424000,90491625,91559250,92626875,93694500,75000000,89112000,67789500,49105500,49645000,48293000,52856500,56003000,59000000,60000000,55248000,61000000,54841500,55876500,57971000,62011000,66051000,,,,66997500,
410314,16390350,DUPO,2,110,2794201,2005729,,,,,,,,,,,,,89424000,90491625,91559250,92626875,93694500,75000000,89112000,67789500,49105500,49645000,48293000,52856500,56003000,59000000,60000000,55248000,61000000,54841500,55876500,57971000,62011000,66051000,,,,66997500,
411077,11995550,SIU EDWARDSVILLE,5,76,,,,,,,,,,,,,,,,,,,,,,,,1248000,1248000,1248000,1248000,980000,1555900,11972,11972,1131300,1131300,1745500,625700,425000,224300,,,,
411108,11995550,SIU EDWARDSVILLE,4,69,,,,,,,,,,,,,,,,,,,,,,,1248000,,,,,,,,,,,,,,,,,,
411231,11938810,WOOD RIVER REFINERY,82,120,,,,,,,,,,,,,,,,,,,,,,,,,192423906,192423906,262800000,262800000,262800000,209850000,156900000,78840000,780000,,,,,,,,
411232,11938810,WOOD RIVER REFINERY,83,120,,,,,,,,,,,,,,,,,,,,,,,,,88909010,88909010,262800000,262800000,262800000,262800000,,,,,,,,,,,
411233,11938810,WOOD RIVER REFINERY,84,113,,,,,,,,,,,,,,,,,,,,,,,,,407564000,407564000,578160000,578160000,578160000,420480000,262800000,262800000,252288000,218083569,183879138,176682268,151541392,78516130,143022016,227917233,312812450
411234,11938810,WOOD RIVER REFINERY,85,100,,,,,,,,,,,,,,,,,,,,,,,,,407564000,407564000,341640000,341640000,341640000,271560000,201480000,131400000,252288000,161500707.5,70713415,136173142,128807965,100181894,124445959,153960416,183474873
411236,11994280,COLLINSVILLE,12,98,2851646,2053389,,,,,,,,,,,,,,,,,,,,,,,190144000,630720000,190000000,630720000,215704200,166332333,139819500,135741483,127785167,143454207,141586165,434397000,140428000,50812800,119784000,128703498,137622996
411327,,LONG LAKE FARMS,1,80,2771031,1888295,,,,,,,,,,,,,,,,,,,,,,19191316,19191316,19191316,19191316,,,,,,,,,,,,,,
411328,,LONG LAKE FARMS,2,80,2773001,1890957,,,,,,,,,,,,,,,,,,,,,,19191316,19191916,19191316,15353053,28880000,22423460,11920520,28648039,12000000,-4648039,,,,,,,,
411399,11970010,BEELMAN RIVER TERMINALS INC.,1,80,,,,,,,,,,,,,,,,,,,,,,,,,780000,1937300,8913622,10579459,5849850,11119165,2648450,2016300,4994808,36117385,67239962,,,,,,
411452,11995110,HOLIDAY SHORES SANITARY DIST,2,122,2876093,2147783,,,,,,,,,56472200,52918300,49364400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411520,11990750,MARYVILLE,4,103,2854968,2079305,,,,,,,,,,,,,,,,,,,,,,,,,80767250,80173250,87277500,79770000,77016750,78424500,83539000,86910750,309185000,78973500,305652000,312180000,318708000,,
411691,11938170,SMURFIT STONE CONTAINER ENTERPRISES,19,,,,,1500000,1500000,1500000,1440000,1440000,4000000,4320000,4640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411775,11938490,U.S. STEEL - GRANITE CITY WORKS,6,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,34773000,35000000,175000000,9667000,348482000,291887317,264298000,362138000,347050028,66520000,3900000,-58720000,,
411861,13370010,LONG LAKE FARMS,3,80,,,,,,,,,,,,,,,,,,,,,,,,,,19191316,19344846,43200000,20058651,34020480,47950995,34000000,38400000,38400000,38400000,,,,,,
412004,13390200,MAEYSTOWN,3,60.5,2780536,1891478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916950,5916950,5916950,,,,,,,
412167,11938560,PREMCOR REFINING GROUP,9,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,5620000,84140000,89991000,102790000,110034000,86185000,57561000,85124000,7194000,-70736000,,,,,
420669,11970010,BEELMAN RIVER TERMINALS INC.,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5849850,7731106,6023258,4315410,96660,31937412,63778164,,,,,,
421211,13370001,JOHN RIECHMANN,1,77,2764539,1933085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6808949,11108151,15392421,15984563,16576705
424823,13370012,VIRGIL GUMMERSHEIMER,1,94,2762548,1933764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575000,7117500,9660000,7560000,5460000
426730,11994280,COLLINSVILLE,13,107,2851067,2052971,,,,,,,,,,,,,,,,,,,,,,,,,,,,166332333,,,,,,,,,,,
432243,11991150,WOOD RIVER,7,114,2827155,2125490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58500000,20475000,5964000,10398000,7883000,14810000,11654000,27000000,42346000
434309,13370011,CARLYLE MUELLER,1,92,2780526,1965488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,,,,
437027,11970015,GATEWAY NATIONAL GOLF LINKS,2,85,2816221,2054200,,,,,,,,,,,,,,,,,25000000,25000000,25000000,25000000,25000000,25000000,25000000,25000000,25000000,25000000,25000000,25000000,18000000,16000000,15000000,14000000,,,,,,,
442583,11994280,COLLINSVILLE,14,98,2851482,2052602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139819500,135741483,127785166,143454206,141586170,90001320,140428000,78555960,112624920,200427500,288230080
444579,13370001,JOHN RIECHMANN,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6189657,16600596,20970660,19466550,17962440
446044,11990250,EDWARDSVILLE,14,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354254560,354254560,354254560,354254560,354254560,354254560,354254560
446045,11990250,EDWARDSVILLE,15,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354254560,354254560,354254560,354254560,354254560,354254560,354254560
447679,11990900,ROXANA,11,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000,171500000,201123000,186311500,171500000,158600000,157100000,152000000,146900000
447974,11994280,COLLINSVILLE,15,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127785167,143454206,141586170,46012560,87603780,129195000,259857720,332209908,404562096
458015,11938810,WOOD RIVER REFINERY,86,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207775385,121292308,231634307,277200560,281720562,267504310,216977206,166450102
459083,11938810,WOOD RIVER REFINERY,205,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69393600,281054215,298176923,333637382,303215831,421877713,392413535,313967617,235521699
459084,11938810,WOOD RIVER REFINERY,206,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79632000,627177600,577351385,568993985,419543917,464065484,459632520,192566805,-74498910
459604,11938810,WOOD RIVER REFINERY,201,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157680000,157559487,181332000,273160384.5,364988769,308899836,160934563,12969290,,,
459605,11938810,WOOD RIVER REFINERY,202,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157680000,157559487,181332000,158994000,136656000,112530985,149022354,148594706,143975799,139356892,
459606,11938810,WOOD RIVER REFINERY,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522288720,735840000,777888000,493836480,483016292,541122408,482324717,480940593,465991072,159616485,-146758102
459607,11938810,WOOD RIVER REFINERY,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522446400,735840000,777888000,593406498,591785169,532683852,465844535,473440545,449549672,281249865,112950058
459610,11938810,WOOD RIVER REFINERY,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57500640,52560000,3977158,4278000,175818000,36512983,18193846,18193846,45484615,3696000,-38092615
459611,11938810,WOOD RIVER REFINERY,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230002560,229163280,202835076,54785000,1005572000,304274858,303230769,315360000,315360000,79152448,-157055104
459612,11938810,WOOD RIVER REFINERY,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83520325,230634000,470370000,456412288,473040000,454846154,427555385,114880552,-197794281
464421,13370001,JOHN RIECHMANN,3,85,2764566,1937007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606606,7405434,6883882,7182532,7481182
464810,11938560,PREMCOR REFINING GROUP,10,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,2669582,2507295,2633898,2760501,,,,
464811,11938560,PREMCOR REFINING GROUP,11,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,5620976,4803258,3702878,2602498,,,,
464812,11938560,PREMCOR REFINING GROUP,12,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,4352742,4980343,4220997,3461651,,,,
464813,11938560,PREMCOR REFINING GROUP,13,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,5969557,4995892,2372046,-251800,,,,
464814,11938560,PREMCOR REFINING GROUP,14,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,3353394,3086217,1414096,-258025,,,,
465025,11938560,PREMCOR REFINING GROUP,15,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,5252700,2951319,2335224,1719129,,,,
465028,11938560,PREMCOR REFINING GROUP,16,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,3787794,2817125,2070518,1323911,,,,
465034,11938560,PREMCOR REFINING GROUP,17,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,3171394,2571600,2662946,2754292,,,,
465037,11938560,PREMCOR REFINING GROUP,18,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,2622514,2901558,1871107,840656,,,,
465066,11938560,PREMCOR REFINING GROUP,19,41.1,2832718,2117546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,3118222,3023483,2764143,2504803,,,,
465068,11938560,PREMCOR REFINING GROUP,20,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,2145734,2604682,2139524,1674366,,,,
465072,11938560,PREMCOR REFINING GROUP,21,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991897,1283158,5189820,2806311,422802,,,,
465077,11938560,PREMCOR REFINING GROUP,22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991898,532876,241744,1328416,2415088,,,,
465081,11938560,PREMCOR REFINING GROUP,23,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991898,1568287,1786110,1683806,1581502,,,,
466530,11938810,WOOD RIVER REFINERY,87,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104196976,130348800,123535592,163595518,150075965,142249906,87910933,33571960
466531,11938810,WOOD RIVER REFINERY,88,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125577415,220650923,185404813,190515514,214220128,207561326,118144851,28728376
486823,13370009,ROGER SCHAEFER,1,80,2773182,1966971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23160000,28680000,26760000,24840000
492850,11938560,PREMCOR REFINING GROUP,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10474900,16940000,9460412,1980824,2015284,2049744,2084204
492851,11938560,PREMCOR REFINING GROUP,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464211787,444296463,230123781.5,15951100,22242466.67,28533833.33,34825200
496673,11938810,PHILLIPS 66 [WOOD RIVER REFINERY],90,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70886911,
496674,11938810,PHILLIPS 66 [WOOD RIVER REFINERY],91,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75612705,
498073,11990750,MARYVILLE,5,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337805000,
498328,16330000,CHRIST BROS ASPHALT,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,
